"","run","subid","condition","compCheckFree","compCheckMulti","country","age","gender","englishNative","ethnicity","education","religionChild","religionNow","politicalIdeology","maritalStatus","children","job","studyMoralPhil","dog","vegetarian","beliefRules","beliefGod","beliefAfterlife","beliefTradition","comments","gerald_schiff_pvs","toby_chimp","fetus","god","delores_gleitman_deceased","sharon_harvey_woman","green_frog","todd_billingsley_man","charlie_dog","nicholas_gannon_baby","samantha_hill_girl","kismet_robot","you","country_selfrep","compCheckCount"
"1","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,-2,-2,-2,-2,1,2,-2,2,2,2,2,-1,2,"usa",NA
"2","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,2,2,-2,-2,2,2,-2,-2,-2,-2,2,-2,-2,"usa",NA
"3","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,2,-2,-2,-2,-2,2,-2,2,-2,2,2,-2,2,"usa",NA
"4","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,2,-2,-2,-2,-2,2,2,2,-2,2,2,-2,2,"usa",NA
"5","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,-2,-2,2,-2,-2,2,-2,2,2,2,2,-2,2,"usa",NA
"6","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,2,2,2,-2,-2,2,-2,-2,-2,2,-2,-2,2,"usa",NA
"7","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,2,2,2,2,-2,2,-2,2,2,2,2,-2,2,"usa",NA
"8","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,2,2,2,-2,-2,2,-2,2,-2,2,2,-2,2,"usa",NA
"9","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,-2,-2,2,-2,2,2,-2,2,-2,2,2,-2,2,"usa",NA
"10","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,-2,2,-2,-2,-2,2,-2,-2,2,-2,2,-2,2,"usa",NA
"11","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,-2,-2,-2,-2,2,-2,-2,2,2,-2,2,-2,2,"usa",NA
"12","us_run_01","us_run_01_1","feeling_embarrassed",NA,NA,"us",25,"female","yes_only","white","college_bachDegree","christianity_catholic","christianity_catholic","independent","no_commited",2,"tax associate","no","no","no","agree_little","agree_strong","agree_moderate","agree_little",NA,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,2,"usa",NA
"13","us_run_01","us_run_01_2","having_intentions",NA,NA,"us",51,"female","yes_only","white","college_assocDegree","none","none","democrat","no",11,"publishing consultant","no","yes","no_limitedMeat","disagree_strong","agree_little","agree_strong","disagree_moderate","This was an interesting study. Thanks!",-2,2,-2,2,0,2,2,1,2,2,2,-2,1,"United States",NA
"14","us_run_01","us_run_01_2","having_intentions",NA,NA,"us",51,"female","yes_only","white","college_assocDegree","none","none","democrat","no",11,"publishing consultant","no","yes","no_limitedMeat","disagree_strong","agree_little","agree_strong","disagree_moderate","This was an interesting study. Thanks!",-2,2,-2,-2,-2,1,2,2,-1,-2,2,0,1,"United States",NA
"15","us_run_01","us_run_01_2","having_intentions",NA,NA,"us",51,"female","yes_only","white","college_assocDegree","none","none","democrat","no",11,"publishing consultant","no","yes","no_limitedMeat","disagree_strong","agree_little","agree_strong","disagree_moderate","This was an interesting study. Thanks!",-2,-1,-2,2,-2,2,-1,2,1,-1,-1,-2,2,"United States",NA
"16","us_run_01","us_run_01_2","having_intentions",NA,NA,"us",51,"female","yes_only","white","college_assocDegree","none","none","democrat","no",11,"publishing consultant","no","yes","no_limitedMeat","disagree_strong","agree_little","agree_strong","disagree_moderate","This was an interesting study. Thanks!",-2,2,-2,2,-2,2,2,2,2,2,1,-2,1,"United States",NA
"17","us_run_01","us_run_01_2","having_intentions",NA,NA,"us",51,"female","yes_only","white","college_assocDegree","none","none","democrat","no",11,"publishing consultant","no","yes","no_limitedMeat","disagree_strong","agree_little","agree_strong","disagree_moderate","This was an interesting study. Thanks!",-2,2,-2,-2,0,2,-2,2,-1,-1,2,-2,2,"United States",NA
"18","us_run_01","us_run_01_2","having_intentions",NA,NA,"us",51,"female","yes_only","white","college_assocDegree","none","none","democrat","no",11,"publishing consultant","no","yes","no_limitedMeat","disagree_strong","agree_little","agree_strong","disagree_moderate","This was an interesting study. Thanks!",0,-2,-2,-2,-2,1,-2,0,2,2,2,-2,2,"United States",NA
"19","us_run_01","us_run_01_2","having_intentions",NA,NA,"us",51,"female","yes_only","white","college_assocDegree","none","none","democrat","no",11,"publishing consultant","no","yes","no_limitedMeat","disagree_strong","agree_little","agree_strong","disagree_moderate","This was an interesting study. Thanks!",0,1,-2,-2,0,2,-2,1,-2,1,-1,-2,2,"United States",NA
"20","us_run_01","us_run_01_2","having_intentions",NA,NA,"us",51,"female","yes_only","white","college_assocDegree","none","none","democrat","no",11,"publishing consultant","no","yes","no_limitedMeat","disagree_strong","agree_little","agree_strong","disagree_moderate","This was an interesting study. Thanks!",-2,-2,0,-2,-2,0,-1,2,2,2,2,-2,2,"United States",NA
